REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2006,"Vancouver, British Columbia",2011S0503933,"Immigrants, landed more than 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53039313,16.5.9.2,84.2,,,,1
2006,"Vancouver, British Columbia",2011S0503933,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53039314,16.5.10.1,55.9,,,,1
2006,"Vancouver, British Columbia",2011S0503933,"Immigrants, landed more than 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53039315,16.5.10.2,81,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Population,15 years and over,Persons,249,thousands,3,v53039316,16.6.1.1,992,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Population,25 to 54 years,Persons,249,thousands,3,v53039317,16.6.1.2,553.7,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Labour force,15 years and over,Persons,249,thousands,3,v53039318,16.6.2.1,711.9,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Labour force,25 to 54 years,Persons,249,thousands,3,v53039319,16.6.2.2,484.5,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Employment,15 years and over,Persons,249,thousands,3,v53039320,16.6.3.1,683.6,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Employment,25 to 54 years,Persons,249,thousands,3,v53039321,16.6.3.2,468.6,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Full-time employment,15 years and over,Persons,249,thousands,3,v53039322,16.6.4.1,549,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039323,16.6.4.2,404.7,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Part-time employment,15 years and over,Persons,249,thousands,3,v53039324,16.6.5.1,134.6,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039325,16.6.5.2,63.9,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Unemployment,15 years and over,Persons,249,thousands,3,v53039326,16.6.6.1,28.3,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Unemployment,25 to 54 years,Persons,249,thousands,3,v53039327,16.6.6.2,16,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Not in labour force,15 years and over,Persons,249,thousands,3,v53039328,16.6.7.1,280.1,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039329,16.6.7.2,69.2,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Unemployment rate,15 years and over,Percentage,242,units ,0,v53039330,16.6.8.1,4,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039331,16.6.8.2,3.3,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Participation rate,15 years and over,Percentage,242,units ,0,v53039332,16.6.9.1,71.8,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Participation rate,25 to 54 years,Percentage,242,units ,0,v53039333,16.6.9.2,87.5,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Employment rate,15 years and over,Percentage,242,units ,0,v53039334,16.6.10.1,68.9,,,,1
2006,"Vancouver, British Columbia",2011S0503933,Born in Canada,Employment rate,25 to 54 years,Percentage,242,units ,0,v53039335,16.6.10.2,84.6,,,,1
2007,Canada,2016A000011124,Total population,Population,15 years and over,Persons,249,thousands,3,v53037416,1.1.1.1,26461.7,,,,1
2007,Canada,2016A000011124,Total population,Population,25 to 54 years,Persons,249,thousands,3,v53037417,1.1.1.2,14190.3,,,,1
2007,Canada,2016A000011124,Total population,Labour force,15 years and over,Persons,249,thousands,3,v53037418,1.1.2.1,17846.5,,,,1
2007,Canada,2016A000011124,Total population,Labour force,25 to 54 years,Persons,249,thousands,3,v53037419,1.1.2.2,12286.5,,,,1
2007,Canada,2016A000011124,Total population,Employment,15 years and over,Persons,249,thousands,3,v53037420,1.1.3.1,16769.3,,,,1
2007,Canada,2016A000011124,Total population,Employment,25 to 54 years,Persons,249,thousands,3,v53037421,1.1.3.2,11664.8,,,,1
2007,Canada,2016A000011124,Total population,Full-time employment,15 years and over,Persons,249,thousands,3,v53037422,1.1.4.1,13702.1,,,,1
2007,Canada,2016A000011124,Total population,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037423,1.1.4.2,10320.9,,,,1
2007,Canada,2016A000011124,Total population,Part-time employment,15 years and over,Persons,249,thousands,3,v53037424,1.1.5.1,3067.2,,,,1
2007,Canada,2016A000011124,Total population,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037425,1.1.5.2,1343.9,,,,1
2007,Canada,2016A000011124,Total population,Unemployment,15 years and over,Persons,249,thousands,3,v53037426,1.1.6.1,1077.2,,,,1
2007,Canada,2016A000011124,Total population,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037427,1.1.6.2,621.7,,,,1
2007,Canada,2016A000011124,Total population,Not in labour force,15 years and over,Persons,249,thousands,3,v53037428,1.1.7.1,8615.2,,,,1
2007,Canada,2016A000011124,Total population,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037429,1.1.7.2,1903.8,,,,1
2007,Canada,2016A000011124,Total population,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037430,1.1.8.1,6,,,,1
2007,Canada,2016A000011124,Total population,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037431,1.1.8.2,5.1,,,,1
2007,Canada,2016A000011124,Total population,Participation rate,15 years and over,Percentage,242,units ,0,v53037432,1.1.9.1,67.4,,,,1
2007,Canada,2016A000011124,Total population,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037433,1.1.9.2,86.6,,,,1
2007,Canada,2016A000011124,Total population,Employment rate,15 years and over,Percentage,242,units ,0,v53037434,1.1.10.1,63.4,,,,1
2007,Canada,2016A000011124,Total population,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037435,1.1.10.2,82.2,,,,1
2007,Canada,2016A000011124,Landed immigrants,Population,15 years and over,Persons,249,thousands,3,v53037436,1.2.1.1,5878.5,,,,1
2007,Canada,2016A000011124,Landed immigrants,Population,25 to 54 years,Persons,249,thousands,3,v53037437,1.2.1.2,3119.5,,,,1
2007,Canada,2016A000011124,Landed immigrants,Labour force,15 years and over,Persons,249,thousands,3,v53037438,1.2.2.1,3658.5,,,,1
2007,Canada,2016A000011124,Landed immigrants,Labour force,25 to 54 years,Persons,249,thousands,3,v53037439,1.2.2.2,2604,,,,1
2007,Canada,2016A000011124,Landed immigrants,Employment,15 years and over,Persons,249,thousands,3,v53037440,1.2.3.1,3401.2,,,,1
2007,Canada,2016A000011124,Landed immigrants,Employment,25 to 54 years,Persons,249,thousands,3,v53037441,1.2.3.2,2431.2,,,,1
2007,Canada,2016A000011124,Landed immigrants,Full-time employment,15 years and over,Persons,249,thousands,3,v53037442,1.2.4.1,2894.6,,,,1
2007,Canada,2016A000011124,Landed immigrants,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037443,1.2.4.2,2177.2,,,,1
2007,Canada,2016A000011124,Landed immigrants,Part-time employment,15 years and over,Persons,249,thousands,3,v53037444,1.2.5.1,506.6,,,,1
2007,Canada,2016A000011124,Landed immigrants,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037445,1.2.5.2,254,,,,1
2007,Canada,2016A000011124,Landed immigrants,Unemployment,15 years and over,Persons,249,thousands,3,v53037446,1.2.6.1,257.3,,,,1
2007,Canada,2016A000011124,Landed immigrants,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037447,1.2.6.2,172.8,,,,1
2007,Canada,2016A000011124,Landed immigrants,Not in labour force,15 years and over,Persons,249,thousands,3,v53037448,1.2.7.1,2219.9,,,,1
2007,Canada,2016A000011124,Landed immigrants,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037449,1.2.7.2,515.5,,,,1
2007,Canada,2016A000011124,Landed immigrants,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037450,1.2.8.1,7,,,,1
2007,Canada,2016A000011124,Landed immigrants,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037451,1.2.8.2,6.6,,,,1
2007,Canada,2016A000011124,Landed immigrants,Participation rate,15 years and over,Percentage,242,units ,0,v53037452,1.2.9.1,62.2,,,,1
2007,Canada,2016A000011124,Landed immigrants,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037453,1.2.9.2,83.5,,,,1
2007,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units ,0,v53037454,1.2.10.1,57.9,,,,1
2007,Canada,2016A000011124,Landed immigrants,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037455,1.2.10.2,77.9,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Population,15 years and over,Persons,249,thousands,3,v53037456,1.3.1.1,804.5,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037457,1.3.1.2,579.6,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037458,1.3.2.1,523.5,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037459,1.3.2.2,424.4,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037460,1.3.3.1,461.3,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037461,1.3.3.2,377.5,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037462,1.3.4.1,385.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037463,1.3.4.2,331.9,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037464,1.3.5.1,76.1,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037465,1.3.5.2,45.6,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037466,1.3.6.1,62.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037467,1.3.6.2,46.9,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037468,1.3.7.1,281,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037469,1.3.7.2,155.3,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037470,1.3.8.1,11.9,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037471,1.3.8.2,11.1,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037472,1.3.9.1,65.1,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037473,1.3.9.2,73.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037474,1.3.10.1,57.3,,,,1
2007,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037475,1.3.10.2,65.1,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53037476,1.4.1.1,813.7,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037477,1.4.1.2,565.7,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037478,1.4.2.1,587.3,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037479,1.4.2.2,465.1,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037480,1.4.3.1,538.7,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037481,1.4.3.2,430.9,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037482,1.4.4.1,449.7,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037483,1.4.4.2,385.3,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037484,1.4.5.1,89,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037485,1.4.5.2,45.6,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037486,1.4.6.1,48.6,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037487,1.4.6.2,34.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037488,1.4.7.1,226.5,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037489,1.4.7.2,100.6,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037490,1.4.8.1,8.3,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037491,1.4.8.2,7.4,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037492,1.4.9.1,72.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037493,1.4.9.2,82.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037494,1.4.10.1,66.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037495,1.4.10.2,76.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53037496,1.5.1.1,4260.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037497,1.5.1.2,1974.2,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037498,1.5.2.1,2547.7,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037499,1.5.2.2,1714.5,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037500,1.5.3.1,2401.1,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037501,1.5.3.2,1622.8,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037502,1.5.4.1,2059.6,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037503,1.5.4.2,1460,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037504,1.5.5.1,341.5,,,,1
2007,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037505,1.5.5.2,162.8,,,,1
