REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018,Atlantic region,2011A00011,Total population,Population,25 to 54 years,Persons,249,thousands,3,v53037537,2.1.1.2,893.1,,,,1
2018,Atlantic region,2011A00011,Total population,Labour force,15 years and over,Persons,249,thousands,3,v53037538,2.1.2.1,1222.9,,,,1
2018,Atlantic region,2011A00011,Total population,Labour force,25 to 54 years,Persons,249,thousands,3,v53037539,2.1.2.2,768.5,,,,1
2018,Atlantic region,2011A00011,Total population,Employment,15 years and over,Persons,249,thousands,3,v53037540,2.1.3.1,1111,,,,1
2018,Atlantic region,2011A00011,Total population,Employment,25 to 54 years,Persons,249,thousands,3,v53037541,2.1.3.2,709.4,,,,1
2018,Atlantic region,2011A00011,Total population,Full-time employment,15 years and over,Persons,249,thousands,3,v53037542,2.1.4.1,930.8,,,,1
2018,Atlantic region,2011A00011,Total population,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037543,2.1.4.2,641.3,,,,1
2018,Atlantic region,2011A00011,Total population,Part-time employment,15 years and over,Persons,249,thousands,3,v53037544,2.1.5.1,180.2,,,,1
2018,Atlantic region,2011A00011,Total population,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037545,2.1.5.2,68.2,,,,1
2018,Atlantic region,2011A00011,Total population,Unemployment,15 years and over,Persons,249,thousands,3,v53037546,2.1.6.1,111.9,,,,1
2018,Atlantic region,2011A00011,Total population,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037547,2.1.6.2,59.1,,,,1
2018,Atlantic region,2011A00011,Total population,Not in labour force,15 years and over,Persons,249,thousands,3,v53037548,2.1.7.1,772.5,,,,1
2018,Atlantic region,2011A00011,Total population,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037549,2.1.7.2,124.6,,,,1
2018,Atlantic region,2011A00011,Total population,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037550,2.1.8.1,9.2,,,,1
2018,Atlantic region,2011A00011,Total population,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037551,2.1.8.2,7.7,,,,1
2018,Atlantic region,2011A00011,Total population,Participation rate,15 years and over,Percentage,242,units ,0,v53037552,2.1.9.1,61.3,,,,1
2018,Atlantic region,2011A00011,Total population,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037553,2.1.9.2,86,,,,1
2018,Atlantic region,2011A00011,Total population,Employment rate,15 years and over,Percentage,242,units ,0,v53037554,2.1.10.1,55.7,,,,1
2018,Atlantic region,2011A00011,Total population,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037555,2.1.10.2,79.4,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Population,15 years and over,Persons,249,thousands,3,v53037556,2.2.1.1,105.8,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Population,25 to 54 years,Persons,249,thousands,3,v53037557,2.2.1.2,56.2,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Labour force,15 years and over,Persons,249,thousands,3,v53037558,2.2.2.1,67.5,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Labour force,25 to 54 years,Persons,249,thousands,3,v53037559,2.2.2.2,47.3,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Employment,15 years and over,Persons,249,thousands,3,v53037560,2.2.3.1,62.6,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Employment,25 to 54 years,Persons,249,thousands,3,v53037561,2.2.3.2,44,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Full-time employment,15 years and over,Persons,249,thousands,3,v53037562,2.2.4.1,51.4,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037563,2.2.4.2,38.1,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Part-time employment,15 years and over,Persons,249,thousands,3,v53037564,2.2.5.1,11.2,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037565,2.2.5.2,5.9,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Unemployment,15 years and over,Persons,249,thousands,3,v53037566,2.2.6.1,4.9,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037567,2.2.6.2,3.3,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Not in labour force,15 years and over,Persons,249,thousands,3,v53037568,2.2.7.1,38.3,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037569,2.2.7.2,8.9,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037570,2.2.8.1,7.3,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037571,2.2.8.2,7,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Participation rate,15 years and over,Percentage,242,units ,0,v53037572,2.2.9.1,63.8,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037573,2.2.9.2,84.2,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Employment rate,15 years and over,Percentage,242,units ,0,v53037574,2.2.10.1,59.2,,,,1
2018,Atlantic region,2011A00011,Landed immigrants,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037575,2.2.10.2,78.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Population,15 years and over,Persons,249,thousands,3,v53037576,2.3.1.1,26.8,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037577,2.3.1.2,21.1,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037578,2.3.2.1,19.2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037579,2.3.2.2,16.5,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037580,2.3.3.1,17.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037581,2.3.3.2,15,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037582,2.3.4.1,14,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037583,2.3.4.2,12.6,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037584,2.3.5.1,3.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037585,2.3.5.2,2.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037586,2.3.6.1,2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037587,2.3.6.2,1.5,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037588,2.3.7.1,7.5,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037589,2.3.7.2,4.6,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037590,2.3.8.1,10.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037591,2.3.8.2,9.1,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037592,2.3.9.1,71.6,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037593,2.3.9.2,78.2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037594,2.3.10.1,64.6,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037595,2.3.10.2,71.1,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53037596,2.4.1.1,15.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037597,2.4.1.2,11,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037598,2.4.2.1,12.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037599,2.4.2.2,9.6,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037600,2.4.3.1,11.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037601,2.4.3.2,8.9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037602,2.4.4.1,9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037603,2.4.4.2,7.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037604,2.4.5.1,2.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037605,2.4.5.2,1.5,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037606,2.4.6.1,0.9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037607,2.4.6.2,0.7,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037608,2.4.7.1,3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037609,2.4.7.2,1.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037610,2.4.8.1,7.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037611,2.4.8.2,7.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037612,2.4.9.1,80.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037613,2.4.9.2,87.3,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037614,2.4.10.1,74.5,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037615,2.4.10.2,80.9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53037616,2.5.1.1,63.7,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037617,2.5.1.2,24.1,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037618,2.5.2.1,35.9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037619,2.5.2.2,21.2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037620,2.5.3.1,33.9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037621,2.5.3.2,20.1,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037622,2.5.4.1,28.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037623,2.5.4.2,18.2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037624,2.5.5.1,5.6,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037625,2.5.5.2,1.9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037626,2.5.6.1,2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037627,2.5.6.2,1.1,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037628,2.5.7.1,27.8,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037629,2.5.7.2,2.9,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037630,2.5.8.1,5.6,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037631,2.5.8.2,5.2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037632,2.5.9.1,56.4,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037633,2.5.9.2,88,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037634,2.5.10.1,53.2,,,,1
2018,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037635,2.5.10.2,83.4,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Population,15 years and over,Persons,249,thousands,3,v53037636,2.6.1.1,1853.2,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Population,25 to 54 years,Persons,249,thousands,3,v53037637,2.6.1.2,816.4,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Labour force,15 years and over,Persons,249,thousands,3,v53037638,2.6.2.1,1132.4,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Labour force,25 to 54 years,Persons,249,thousands,3,v53037639,2.6.2.2,706.1,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Employment,15 years and over,Persons,249,thousands,3,v53037640,2.6.3.1,1028.5,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Employment,25 to 54 years,Persons,249,thousands,3,v53037641,2.6.3.2,652,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Full-time employment,15 years and over,Persons,249,thousands,3,v53037642,2.6.4.1,864.5,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037643,2.6.4.2,592.6,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Part-time employment,15 years and over,Persons,249,thousands,3,v53037644,2.6.5.1,164,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037645,2.6.5.2,59.4,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Unemployment,15 years and over,Persons,249,thousands,3,v53037646,2.6.6.1,104,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037647,2.6.6.2,54.1,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Not in labour force,15 years and over,Persons,249,thousands,3,v53037648,2.6.7.1,720.8,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037649,2.6.7.2,110.3,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037650,2.6.8.1,9.2,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037651,2.6.8.2,7.7,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Participation rate,15 years and over,Percentage,242,units ,0,v53037652,2.6.9.1,61.1,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037653,2.6.9.2,86.5,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Employment rate,15 years and over,Percentage,242,units ,0,v53037654,2.6.10.1,55.5,,,,1
2018,Atlantic region,2011A00011,Born in Canada,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037655,2.6.10.2,79.9,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Population,15 years and over,Persons,249,thousands,3,v53037656,3.1.1.1,443.6,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Population,25 to 54 years,Persons,249,thousands,3,v53037657,3.1.1.2,202.3,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Labour force,15 years and over,Persons,249,thousands,3,v53037658,3.1.2.1,261.4,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Labour force,25 to 54 years,Persons,249,thousands,3,v53037659,3.1.2.2,170.1,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Employment,15 years and over,Persons,249,thousands,3,v53037660,3.1.3.1,225.3,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Employment,25 to 54 years,Persons,249,thousands,3,v53037661,3.1.3.2,149.9,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Full-time employment,15 years and over,Persons,249,thousands,3,v53037662,3.1.4.1,189,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037663,3.1.4.2,134.3,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Part-time employment,15 years and over,Persons,249,thousands,3,v53037664,3.1.5.1,36.4,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037665,3.1.5.2,15.6,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Unemployment,15 years and over,Persons,249,thousands,3,v53037666,3.1.6.1,36.1,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037667,3.1.6.2,20.1,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Not in labour force,15 years and over,Persons,249,thousands,3,v53037668,3.1.7.1,182.2,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037669,3.1.7.2,32.2,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037670,3.1.8.1,13.8,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037671,3.1.8.2,11.8,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Participation rate,15 years and over,Percentage,242,units ,0,v53037672,3.1.9.1,58.9,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037673,3.1.9.2,84.1,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Employment rate,15 years and over,Percentage,242,units ,0,v53037674,3.1.10.1,50.8,,,,1
2018,Newfoundland and Labrador,2016A000210,Total population,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037675,3.1.10.2,74.1,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Population,15 years and over,Persons,249,thousands,3,v53037676,3.2.1.1,11.3,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Population,25 to 54 years,Persons,249,thousands,3,v53037677,3.2.1.2,6.2,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Labour force,15 years and over,Persons,249,thousands,3,v53037678,3.2.2.1,6.6,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Labour force,25 to 54 years,Persons,249,thousands,3,v53037679,3.2.2.2,5,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment,15 years and over,Persons,249,thousands,3,v53037680,3.2.3.1,6.2,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment,25 to 54 years,Persons,249,thousands,3,v53037681,3.2.3.2,4.7,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Full-time employment,15 years and over,Persons,249,thousands,3,v53037682,3.2.4.1,5.1,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037683,3.2.4.2,4,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Part-time employment,15 years and over,Persons,249,thousands,3,v53037684,3.2.5.1,1.1,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037685,3.2.5.2,0.7,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment,15 years and over,Persons,249,thousands,3,v53037686,3.2.6.1,0.5,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037687,3.2.6.2,,x,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Not in labour force,15 years and over,Persons,249,thousands,3,v53037688,3.2.7.1,4.6,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037689,3.2.7.2,1.3,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037690,3.2.8.1,7.6,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037691,3.2.8.2,,x,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Participation rate,15 years and over,Percentage,242,units ,0,v53037692,3.2.9.1,58.4,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037693,3.2.9.2,80.6,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment rate,15 years and over,Percentage,242,units ,0,v53037694,3.2.10.1,54.9,,,,1
2018,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037695,3.2.10.2,75.8,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Population,15 years and over,Persons,249,thousands,3,v53037696,3.3.1.1,2.6,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037697,3.3.1.2,2.1,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037698,3.3.2.1,1.6,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037699,3.3.2.2,1.5,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037700,3.3.3.1,1.5,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037701,3.3.3.2,1.4,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037702,3.3.4.1,1.2,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037703,3.3.4.2,1.2,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037704,3.3.5.1,,x,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037705,3.3.5.2,,x,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037706,3.3.6.1,,x,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037707,3.3.6.2,,x,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037708,3.3.7.1,1,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037709,3.3.7.2,0.7,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037710,3.3.8.1,,x,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037711,3.3.8.2,,x,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037712,3.3.9.1,61.5,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037713,3.3.9.2,71.4,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037714,3.3.10.1,57.7,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037715,3.3.10.2,66.7,,,,1
2018,Newfoundland and Labrador,2016A000210,"Immigrants, landed more than 5 to 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53037716,3.4.1.1,1.8,,,,1
